Completion_Time,Feedback_Rating,Attendance,Performance_Score
1.92,3.07,8.37,60.63
3.64,1.11,64.29,63.71
3.1,2.12,54.63,75.29
2.99,3.88,74.97,84.17
2.02,2.22,85.42,72.67
4.39,2.78,87.56,75.08
6.01,3.77,52.98,74.03
3.66,2.5,67,73.07
3.75,1,64.41,46.12
6.48,2.72,55.22,53.94
5.16,1.22,68.12,44.56
4.3,4.29,32.42,80.09
2.83,4.67,58.16,73.15
6.63,2.34,94.17,54.34
4.95,2.03,72.74,51.11
2.58,1.52,87.33,75.47
2.14,5,57.3,84.64
5.53,1,62.76976795,42.63
1,2.7,1.3,71.33
6.64,2.909313072,59.61,64.36
1.34,3.38,24.89,72.72
5.78,2.51,65.48,48.33
2.9,2.31,77.62,79.45
3.92,1.85,99.4,70.65
6.68,2.909313072,89.67,46.29
3.73,1,30.24,44.46
4.66,2.44,78.79,72.78
1.03,3.68,9.76,99.49
1.04,1,8.68,73.26
2.29,1,65.65,67.52
5.07,3.28,44.42,56.92
1.79,3.23,83.46,96.07
1.22,2.909313072,62.76976795,68.84
3.958567264,5,56.66,80.36
5.09,1,33.24,36.89
5.54,5,84.43,80.94
2.14,2.24,60.61,87.72
1.25,5,70.46,81.56
6.55,2.27,98.99,60.56
2.16,3.13,60.8,85.63
6.57,2.909313072,70.83,41.5
6.55,1.8,68.93,31.84
5.21,2.38,96.51,64.45
1.68,2.41,64.27,92.14
6.01,2.02,73.54,64.36
5.35,2.07,59.36,59.57
5.01,4.09,76.06,71.96
3.28,2.32,92.87,62.67
2.35,4,65.2,88.24
1.24,3.15,90.54,94.46
4.36,3.43,95.57,80.31
4.43,3.66,18.36,55.34
3.3,4.66,87.82,90.74
3.64,4,62.77,82.25
2.82,5,58.77,67.54
5.03,2.29,62.76976795,60.46
6.36,4.27,85.28,66.88
1.72,2.3,69.74,76.23
2.93,3.38,62.76976795,58.27
3.958567264,3.03,95.44,77.56
4.98,4.23,62.76976795,60.98
5.15,4.9,62.76976795,63.7
6.83,1.71,74.84,50.27
2.35,1.85,17.92,58.38
6.54,2.04,66.96,59.25
1.62,2.13,51.07,77.65
4.78,1,75.86,44.1
1.11,2.27,60.41,66.58
5.98,4,88.84,74.94
3.72,3.82,64.94,74.65
5.36,1,39.8,51.95
5.57,2.75,63.58,67.53
1.51,1.8,49.91,59.83
3.958567264,4,8.93,98.36
6.22,1,81.65,49.23
3.18,1,71.28,48.38
1.52,2.54,1.55,72.67
3.85,1,23.53,59.95
4.18,4.76,73.56,63.97
1.15,3.99,0,89.86
2.33,2.909313072,45.02,89.15
1,4.2,5.42,80.54
3.39,3.52,8.17,69.5
6.63,2.39,69.93,52.94
3.958567264,1,76.44,32.33
4.73,2.909313072,89.37,71.77
1.59,1.8,87.65,66.86
6.22,3.74,96.09,73.86
4.11,2.909313072,60.7,66.63
2.29,1.59,91.37,74.31
7,4.76,95.28,64.56
3.958567264,1.8,38.2,46.85
5.24,3.55,65.69,54.85
3.958567264,5,97.6,79.65
2.04,1.85,81.38,75.98
2.4,1,69.03,61.46
4.87,1.9,89.59,74.29
2.09,1,65.22,56.94
3.21,5,58.82,70.06
5.61,4.52,77.2,63.15
5.82,1.81,78.31,53.34
4.01,3.41,91.29,83.94
6.06,2.83,72.85,65.86
6.52,2.909313072,59.79,41
4.52,3.78,65.57,50.88
2.36,4.28,78.77,87.76
2.66,1.87,60.42,46.94
3.19,2.18,69.27,76.14
1.47,4.71,60.73,96.06
2.21,4.29,60.8,70.98
2.07,4.84,90.51,92.93
4.21,3.7,64.14,75.69
6.85,2.77,51.72,58.1
1.53,3.29,55.5,86.14
5.7,3.38,87.29,68.09
4.65,4.21,63.1,56.07
1.38,1.89,82.71,79.58
6.77,3.67,84.96,63.68
4.13,3.51,67.26,77.31
2.88,3.69,73.75,64.76
5.9,3.17,62.76976795,51.81
2.66,4,76.95,96.71
5.65,3.11,66,65.42
1,1.8,6.46,67.57
5.9,5,68.28,61.12
3.5,4.76,83.48,89.94
5.2,4,84.87,80.39
2.09,2.98,96.2,87.59
4.91,1.8,94.09,58.14
5.27,5,1.9,74
4.12,3.9,72.76,67.6
4.45,5,50.82,80
3.31,3.92,95.83,63.54
6.3,1.8,40.9,37.13
3.88,4.5,72.22,63.41
3.958567264,2.88,94.97,53.68
5.44,4.66,67.92,63.79
3.86,5,1.14,84.96
1.95,3.56,95.23,89.35
3.04,4,90.11,89.93
5.71,2.61,62.17,53.19
2.82,3.89,62.76976795,81.44
3.74,3.37,67.65,75.39
6.16,5,95.64,76.04
3.51,2.03,77.2,81.71
4.73,4.3,88.7,75.08
2.26,2.8,74.22,79.15
1.84,1,50.51,59.19
5.97,5,84.87,74.77
1.87,4.6,37.52,99.46
2.96,3.66,44.68,78.87
5.9,5,80.33,69.77
3.27,3.75,74.04,76.75
6.47,3.45,97.22,69.67
6.89,2.99,51.16,51.84
2.72,3.53,85.61,88.5
1,1,5.45,77.06
4.81,2.84,85.69,47.32
3.4,2.38,83.76,82.71
1.52,5,50.51,79.32
5.64,2.909313072,64.27,75.89
1.22,1.35,0.51,66.05
6.47,1.8,58.35,37
1.5,3.74,53.17,99.02
1.37,1,61.98,59.8
1.79,4,73.74,90.93
6.57,4.09,62.35,61.97
5.21,1.83,79.01,66.62
6.19,1,86.03,49.26
3.32,5,66.55,72.52
3.04,4,80.15,85.04
3.958567264,1.7,91.24,72.53
3.41,1,54.71,62.83
3.89,1.77,85.53,64.33
4.99,2.13,43.86,43.68
2.53,3.57,56.13,89.34
6.38,5,62.76976795,69.21
2.11,5,61.31,88.98
6.83,4.14,91.07,62.29
1,3.8,0,81.07
4.03,3.41,16.99,46.08
3.27,3.47,76.05,83.03
3.48,2.6,79.45,74.28
3.958567264,5,86.49,86.63
3.31,4,38.42,79.13
3.75,5,0.77,89.9
5.81,2.48,97.66,82.28
5.06,5,45.87,72.27
5.74,1.05,62.75,42.38
2.4,5,76.24,89.4
4.41,3.23,53.47,59.32
4.01,1,66.31,59.14
3.37,2.03,54.37,43.03
3.46,3.51,64.93,82.18
2.59,3.91,61.45,64.28
2.07,1.87,81.8,78.29
2.45,1.73,64.22,83.91
1.2,5,82.66,99.47
5.26,2.3,32.13,75.24
5.39,1,89.26,62.82
6.27,2.35,55.54,48.05
5.3,2.76,94.76,57.2
1.54,2.29,92.02,83.41
6.48,1,46.16,47.05
5.91,3.88,53.37,69.42
3.32,3.1,60.43,71.45
4.8,1,92.97,55.81
7,3.21,56.1,42.62
4.46,4.79,57.8,62.74
6.89,1.13,62.76976795,53.77
1.6,2.74,25.86,58.55
2.58,5,61.1,95.35
3.83,2.9,52.6,64.31
4.92,1,68.63,46.11
5.56,1.11,57.03,37.14
7,4.12,38.18,55.05
3.03,1,31.71,51.35
1,1.97,5.05,63.56
5.83,2.32,55.14,42.76
4.45,2.49,81.03,72.79
1.73,2.25,71.82,63.21
4.45,2.05,46.8,56.43
5.62,1,0.25,48.85
6.02,3.24,51.52,37.11
4.5,2.82,92.38,70.83
2.72,1.8,1.16,53.65
6.59,1,84.05,35.56
4.66,1.08,97.38,68.51
3.47,1.8,57.18,65.2
2.79,1,69.86,54.71
5.36,1.7,63.41,56.93
2.34,4.46,9.43,99.62
1.7,2.9,63.28,87.46
4.12,5,55.21,84.86
2.33,4.29,71.31,88.54
5.14,2.89,92.25,82.81
1.26,3.85,85.68,88.34
4.81,2.909313072,37.19,66.42
2.3,1.46,79.98,69.56
1.27,1,6.48,67.81
1.57,1.75,0.95,75.26
6.21,5,90.38,75.49
6.23,1.87,56.14,52.52
2.82,3.69,0,87.84
6.08,1,62.76976795,57.09
4.4,2.53,67.1,57.13
7,3.44,73.87,53.74
2.77,1.02,99.85,80.19
4.72,4.07,70.42,58.34
1.38,3,9.21,80.87
3.11,5,80.68,86.81
7,3.53,61.81,68.65
4.66,1,55.28,47.92
2.23,4,0,85.17
3.958567264,1,51.14,67.02
5.16,1.24,71.56,49.29
4.93,3.71,71.34,73.9
3.66,1.22,6.28,54.91
7,1,89.2,42.59
1.27,1,5.03,76.1
2.58,5,95.77,93.11
6.81,3.91,42.95,52.27
2.63,1.52,51.38,71.31
2.98,5,74.31,90.04
3.72,4.73,62.76976795,75.15
6.01,5,72.5,68.03
1.21,3.53,35.15,69.49
6.57,1,0.33,45.3
5.9,1,62.76976795,46.3
2.28,2.53,21.28,72.93
3.958567264,4.66,55.21,63.71
3.4,1.8,86.27,52.41
3.16,2.06,61.85,58.04
6.09,3.12,5.96,68.27
7,1.68,74.97,64.66
1.42,1.93,90.14,88.7
3.85,4.05,41.33,81.86
4.36,3.93,63.82,76.78
3.4,3.53,9.03,84.36
2.96,2.56,57.39,66.71
1.42,4.73,3.23,99.23
3.958567264,4.08,70.3,71.89
3.8,1,92.07,60.81
2.21,2.97,53.09,57.72
6.33,4.57,66,59.05
5.94,5,57.12,66.4
3.63,2.51,97.46,62.89
3.958567264,2.93,3.14,60.2
4.63,3.53,61.75,75.38
2.5,4.46,83.48,93.88
2.31,1,67.54,75.66
4.89,3.31,61.68,52.97
1.71,2.64,4.92,87.87
1.6,3.12,50.56,60.83
1.31,2.51,1.72,98.12
1.68,1.23,94.97,63.46
1.66,1,95.15,70.29
7,3.43,56.39,34.23
2.65,1,28.87,61.93
2.37,3.05,70.4,59.22
2.44,1,89.03,58.65
6.78,2.02,80.59,68.51
3.64,2.909313072,75.69,57.75
2.99,5,53.68,86.37
6.63,1,54.81,49.15
3.63,5,73.88,73.52
3.05,1,99.6,71.19
2.64,1,54.42,64.32
3.26,2.3,38.3,70.91
2.97,2.24,0,71.68
4.94,4.87,77,71.87
2.86,5,78.69,84.09
3.958567264,2.68,42.02,75.69
1.29,2.6,92.61,85.39
2.62,4,69.49,95.38
3.05,3.29,38.19,72.3
3.958567264,3.96,62.76976795,67.1
2.8,2.28,0,87.84
4.8,1,62.97,44.98
2.43,1.28,90.83,67.51
1.35,3.09,63.28,82.98
1.4,1.89,50.54,82.11
2.91,1.2,57.74,71.43
2.2,3.94,99.28,95.03
2.52,1.13,65.99,69.42
5.68,1.8,55.44,41.85
1,1,2.79,60.11
3.94,1.29,65.52,67.3
3.56,2.75,51.88,70.3
4.19,2.909313072,75.57,56.23
4.04,2.909313072,60.69,68.88
2.63,1.8,51.69,53.39
3.02,1.2,35.28,55.75
5.47,4.61,71.49,68.63
6.32,2.909313072,79.9,51.06
1.87,1.69,53.1,77.97
1.72,5,69.94,92.79
6.66,5,20.91,68.76
3.49,1.49,62.02,58.23
4.55,3.75,57.53,63.62
3.24,2.94,57.9,86.87
1.92,2.1,62.76976795,90.82
4.53,5,57.94,74.69
3.88,2.71,64.29,49.84
2.6,1,29.05,55.03
3.74,3.16,40.49,73.89
5.87,4.76,73.05,65.86
5.03,3.08,66.51,59.9
2.07,2.22,89.3,64.13
4.38,4.67,54.7,64.13
4.75,3,98.74,55.97
5.66,1.8,27.41,36.82
5.21,1,88.65,54.44
1.71,2.06,68.41,68.58
5.76,3.17,93.26,68.88
4.64,1,62.76976795,46
1.22,1.88,1.59,58.01
3.49,1,66.77,48.42
2.76,2.96,99.66,73.95
5.47,4.44,99.28,78.88
2.42,1,59.49,58.02
4.28,2.24,43.86,73.79
6.36,2.28,76.78,44.28
6.01,1,57.72,41.84
6.33,1,58.39,35.92
7,1,99.46,47.35
1,4.49,1.96,89.5
4.5,4.45,2.38,54.63
3.12,4.12,38.69,79.67
5.76,3,32.44,42.15
2.31,1,40.07,64.41
7,1,66.78,40.7
4.27,2.06,72.75,78.55
5.47,1.22,58.32,50.71
1.28,1,7.24,70.96
2.22,3.01,53.52,66.61
5.8,2.92,94.49,52.63
1.38,5,9.73,90.33
5.41,2.99,87.85,65.45
1.23,3.15,1.53,89.4
5.07,4.43,6.45,70.46
3.21,2.06,64.56,73.15
4.55,1,0,50.68
5.48,2.909313072,92.23,71.61
2.89,3.22,64.31,59.46
1.38,4.26,62.11,76.72
1.23,2.52,59.92,83.94
4.47,4.93,59.76,75.81
3.83,5,11.27,72.22
5.56,2.69,54.72,59.44
4.44,2.4,81.01,57.63
3.958567264,2.18,75.67,66.62
3.34,2.909313072,55.7,48.72
1.46,3.68,2.69,88.13
3.26,3.81,44.06,86.08
6.73,1.86,60.86,43.92
6.34,2.95,39.42,33.42
3.21,2.7,74.61,67.27
3.958567264,5,54.58,76.38
5.95,4.01,97.88,67.48
3.26,1,0,52.15
3.958567264,3.9,5.91,91.65
1.04,5,91.14,100
3.73,1,43.86,54.72
6.8,4,79.84,67.25
5.53,2.6,63.86,56.9
1.29,1.49,86.67,76.36
2.41,1,86.15,81.87
5.81,5,37.85,71.99
6.19,3.44,62.05,61.91
5.06,1,62.69,43.05
4.38,2.909313072,69.14,80.11
1.6,1,6.1,65.8
3.958567264,3.78,66.88,64.72
6.17,2.909313072,59.52,70.47
2.84,1.8,53.29,65.85
5.63,1,40.65,42.29
1.99,3.48,61.68,86.41
1.06,1.68,1.54,83.07
2.03,3.42,94.54,88.3
1.68,2.909313072,70.5,79.08
3.26,4.71,51.35,75
3.958567264,3.72,84.75,75.96
3.6,1.15,56.22,63.15
4.14,2.25,25.35,52.72
3.02,5,79.75,86.52
1.44,1,7.94,85.31
4.96,1,68.94,46.59
3.47,2.74,87.49,87.97
3.18,3.99,42.9,80.01
3.958567264,1.8,83.84,40.59
5.97,5,75.86,80.68
5.75,2.909313072,62.42,55.97
4.28,1.8,42.92,55.8
1.93,2.75,58.56,70.54
5.26,3.57,71.09,79.15
2.47,5,36.51,89
3.99,3.56,53.22,54.17
1.75,1.83,99.4,77.9
5.63,3.03,52.04,49.07
1.46,3.19,97.32,92.77
5.94,1,33.7,34.77
5.82,1.8,34.9,36.94
3.55,4.52,56.7,74.42
5.69,5,91.78,81.14
4.7,4.6,94.02,73.59
6.08,1.46,62.76976795,58
3.58,1,59.33,65.84
5.77,2.35,56.36,50.9
3.38,5,79.41,86.31
6.93,3.87,75.32,69.58
4.18,1.8,84.74,62.89
3.59,2.34,65.26,58.49
5.54,3.98,70.12,59.18
5.65,4.25,51.07,50.87
4.64,2.67,55.79,70.74
2.33,5,71.16,89.08
3.92,2.07,95.99,82.9
6.55,2.82,82.09,53.7
5.19,5,69.93,77.39
5.42,2,63.18,65.76
1,2.11,7.85,97.88
3.5,3.83,50.81,79.49
4.48,1.07,66.35,47.19
6.04,2.87,97.18,50.7
1.16,3.56,2.37,99.84
6.05,4.89,48.8,68.46
4.38,4,60.18,77.3
2.34,2.85,91.67,64.76
3.05,3.31,60.21,69.39
2.45,1.8,62.41,60.51
4.5,3.82,59.59,60.06
1.73,3.22,57.91,57.74
1.77,2.909313072,7.5,66.35
5.4,2.909313072,6.03,36.08
2.2,3.32,48.62,82.55
2.82,1.44,97.72,75.88
3.27,1,61.53,51.44
3.6,3.89,50.3,50.21
5.9,1.8,79.94,47.24
3.958567264,5,75.39,91.2
6.15,1.28,73.88,49.22
4.43,3.94,53.09,53.72
2.04,5,72.72,88.59
1.51,2.59,62.76976795,77.3
3.958567264,2.84,0.65,73.98
3.85,2.54,61.12,69.18
5.19,5,40.25,79.52
4.11,1.8,67.66,46.71
3.69,5,65.44,88.55
1.64,5,98.94,98.82
1.96,2.36,96.64,81.45
4.27,4.45,78.73,75.19
3.68,5,69.05,82.7
4.3,1.03,62.76976795,58.95
2.4,1.8,67.8,67.21
5.02,3.85,72.26,78.51
6.01,1.14,97.95,65.03
2.41,2.31,80.43,69.09
4.3,3.85,60.65,70.96
7,2.1,84.47,52.1
3.41,1,26.44,53.22
5.03,2.94,66.97,71.05
1.34,4.73,61.38,80.14
4.67,3.26,6.18,42.16
1.67,3.83,50.23,88.55
6.42,1.7,94.04,43.55
4.84,2.63,64.8,55.04
6.1,1,54.32,32.88
5.26,2.41,62.76976795,54.7
4.61,1.5,77.8,62.33
3.75,2.21,99.65,74.56
6.4,4.11,18.38,63.62
6.39,1.8,4.94,31.56
4.1,2.909313072,32.56,73.82
6.56,4.89,42.25,61.18
4.9,4.74,64.72,76.94
4.25,4.96,65.13,70.37
4.17,2.02,31.38,53.74
2.11,1,65.71,58.27
1.49,3.53,2.89,100
2.83,5,52.1,82.59
4.14,2.18,27.44,54.67
3.13,4.27,90.43,81.86
3.57,2.76,91.7,73.06
7,4,55.58,61.03
3.18,5,65.26,96.88
3.61,2.909313072,84.67,92.76
1.94,3.47,63.63,84.93
1.52,5,9.38,98
5.17,2.67,4.86,46.43
4.01,3.32,57.5,69.93
5.15,3.64,64.56,64.28
1.63,4.65,79,100
4.36,2.29,91.3,76.98
2.82,2.94,68.18,55.36
2.22,1.39,67.4,75.77
1,4.55,8.26,85.41
1.76,2.68,82.23,64.92
3.36,3.38,87.58,70.75
1.55,4.99,3.22,84.7
7,4.1,79.32,53.78
2.45,2.3,69.47,69.72
1.45,1.8,85.82,65.65
2.41,5,58.23,85.56
4.53,3.8,28.69,72.16
1.65,1.8,71.3,60.96
6.53,4.86,62.76976795,72.34
6.52,2.96,78.67,66.27
2.66,1.84,98.27,64.95
3.81,2.28,27.99,60.68
1.49,1.43,6.98,85.58
4.77,1.81,70.95,63.1
3.03,3.11,58.84,77.96
2.69,2.5,90.6,77.88
2.7,1,62.76976795,64.98
4.43,5,61.19,82.26
3.24,1.77,82.08,57.74
1.9,5,97.45,89.46
5.4,1.37,69.18,50.72
4.21,1.32,57.24,62.9
5.89,2.57,68.57,65.05
1.85,1,74.58,63.2
5.26,2.909313072,62.76976795,57.43
4.71,2.909313072,37.4,47.33
1.6,4.04,20.02,74.83
5.03,3.45,48.79,70.89
3.5,2.85,37.05,46.42
6.28,4.28,72.88,71.43
1.71,2.54,93.64,70.56
5.16,1.7,54.3,46.71
3.2,5,51.52,68.72
6.83,1.88,80.32,56.24
2.64,2.8,66.55,71.61
6.34,1,70.9,36.49
6.79,5,70.29,64
2.45,5,54.33,74.04
5.67,1,50.18,40.79
7,3.3,94.92,49.95
2.73,5,60.89,86.06
3.88,2.909313072,71.3,71.42
3.958567264,3.03,98.6,58.54
2.38,1.49,91.34,78.07
1.55,1.77,0.82,66.93
2.73,1.07,52.57,80.03
2.43,4.17,86.5,91.34
3.958567264,3.55,84.92,67.17
1.94,1,88.04,80.51
6.42,3.62,72.87,76.09
4.9,4.1,58.8,62.9
1.55,3.06,73.24,79.01
4.53,3.65,82.39,53.89
4.96,4.23,80.43,69
6.48,3.1,19.57,51.08
1,4.19,4.18,68.71
2.66,5,98.26,98.93
3.958567264,2.53,57.59,67.32
6.26,2,39.13,63.77
5.71,1.15,88.38,69.81
5.48,2.65,40.78,61.02
1.89,1.54,37.02,60.45
3.958567264,1.22,73.36,62.4
2.75,3.1,78.45,89.25
2.25,2.61,0.08,79.02
5.87,5,95.95,77.51
1.62,1,64.23,58.82
3.958567264,2.83,83.07,73.21
6.93,5,55.61,58.72
1.99,2.87,69.61,79.28
6.54,3.56,62.76976795,74.64
7,4.76,61.24,67
4.82,3.06,79.49,53.97
1.8,1,57.67,60.41
3.32,1,55.14,54.77
3.18,2.72,49.52,79.07
3.31,1,83.75,66.2
2.93,2.93,55.67,79.2
6.68,1,95.89,55.6
1.72,2.51,61.29,83.5
5.54,3.08,56,66.67
1.09,2.99,0,81.02
5,4.76,58.48,66.18
3.958567264,2.15,54.53,28.29
2.77,2.44,89.89,72.48
2.54,3.98,74.78,80.24
5,1,69.43,57.93
5.63,2.6,97.53,82.32
5.47,2.63,68.55,80.14
3.34,5,0,81.6
2.08,2.3,42.56,62.59
6.82,1.87,61.95,56.69
6.51,4.18,74.94,46.34
3.73,1.8,62.76976795,55.54
6.04,2.17,75.8,47.77
4.05,1.08,83.46,57.86
3.37,1.33,88.86,67.98
1.9,3.64,85.51,74.95
3.26,4.62,60.28,81.49
3.97,1,27.15,54.3
1.3,5,1.87,96.89
3.28,2.72,59.95,54.02
5.38,3.36,20.71,44.52
3.958567264,2.88,76.35,61.81
4.35,1.69,66.34,66.11
6.09,1,87.81,44.04
1.47,1,4.48,66.15
4.69,2.62,98.94,66.96
3.958567264,2.12,87.93,52.79
4.1,3.65,52.88,72.6
3.38,2.84,75.44,77.66
1.35,3.24,78.13,62.99
6.41,3.58,44.9,75.12
3.92,1,47.57,56.44
6.56,2.92,74.17,66.85
4.97,5,68.4,70.97
3.958567264,5,63.57,72.82
3.958567264,2.79,97.31,68.19
5.12,1.46,25.9,62.87
3.86,1.34,53.17,53.49
4.47,3.51,58.36,72.55
5.99,2.65,92.86,64.88
3.6,1.75,79.33,71.94
2.92,4,62.26,93.34
1.45,1.8,53.39,66.17
6,5,0,71.48
3.958567264,5,77.53,90.22
5.02,2.03,62.76976795,56.69
3.87,1,57.41,60.29
3.56,3.25,78.7,66.32
3.958567264,3.98,4.23,75.04
3.958567264,2.24,62.76976795,65.21
4.72,4.16,74.92,65.06
5.58,1.73,80.11,66.87
6.12,2.74,51.61,69.78
1.85,3.12,51.64,80.1
6.46,4.38,62.76976795,63.14
4.86,1.8,59.66,47.81
6.35,3.29,6.12,55.42
3.56,2.36,44.95,54.39
4.15,5,99.09,89.47
6.38,4.8,91.77,71.18
6.64,3.03,33.57,59.74
3.9,4.41,55,72.7
3.06,3.83,55.86,70.3
3.49,1.4,69.32,53.64
3.14,1,65.04,63.11
3,1.35,81.13,59.21
2.61,1.9,74.22,79.52
5.86,1,58.83,42.36
1.67,4.61,90.16,90.08
4.7,2.909313072,63.66,62.88
1.72,2.64,91.02,81.77
3.33,2.34,80.58,59.44
1.64,2.909313072,68.64,72.1
2.91,1,52.03,59.67
5.4,2.8,30.59,63.11
6.68,1.8,64.86,49.07
2.55,2.909313072,90.9,91.02
4.11,3.84,78.74,79.09
4.03,1.8,73.32,59.97
6.32,2.88,51.18,64.21
5.19,3.47,73.31,63.73
4.29,2.99,82.22,76.08
5.21,1.56,65.37,42.32
5.89,1.8,91.92,46.17
1.3,1,6.01,70.19
3.47,3.26,46.35,59
6.5,3.97,91.53,70.59
5.31,1.95,74.37,64.82
3.88,3.7,20.21,80.85
3.9,1,53.89,45.52
3.36,1.8,84.98,54.66
3.89,2.8,93.26,85.22
4.43,3.72,90.37,60.45
4.01,2.909313072,82.78,68.12
4.99,4.79,57.07,54.54
6.33,1,54.7,38.03
2.36,4.37,39.94,85.68
3.958567264,1.3,92.75,64.64
3.75,5,98.09,84.34
5.6,2.34,62.07,73.89
2.86,1,88.1,63.78
4.9,5,78.69,81.36
6.12,2.92,51.59,46.35
3.49,4.49,77.15,84.23
6.81,2.63,90.3,43.66
7,4.22,63.81,54.14
1.99,1,70.9,82.71
2.5,4.9,61.81,86.7
6.68,4.22,53.82,52.27
6.56,1,23.09,46.06
1.09,4,91.85,96.7
1.35,1.51,3.27,79.76
1.75,1.8,62.76976795,70.69
6.81,3.23,76.56,59.74
2.42,3.3,74.03,76.96
3.57,2.56,90.35,69.49
6.52,3.75,71.17,53.66
1,5,7.81,100
5.07,3.73,15.23,70.42
2.61,2.24,81.82,60.78
5.77,2.65,85.13,46.52
2.87,3.9,94.95,100
5.52,3.71,61.22,66.34
4.99,5,80.21,75.45
2.52,1,71.66,71.49
3.958567264,5,8.4,86.95
3.2,1.86,55.34,76.21
3.06,1.98,27.65,63.28
5.65,3,91.85,61.93
5.73,5,61.7,67.09
3.52,1.92,69.12,61.64
4.59,4.11,91.42,80.87
4.14,3.33,54.04,73.67
5.76,5,81.24,70.94
3.5,4.01,93.41,83.54
3.958567264,1,59.92,78.9
2.73,3.33,68.64,68.31
4.3,4,3,85.14
3.48,1.96,71.37,70.15
4.09,2.79,62.76976795,66.26
1.44,4.63,76.54,83.97
5.03,2.909313072,88.24,47.85
2.33,5,2.69,78.18
2.43,2.909313072,79.5,69.95
2.99,2.909313072,77.51,65.87
2.15,3.83,80.5,95
4.82,5,46.82,83.63
3.24,5,63.31,91.81
3.6,1.49,89.28,80.42
4.65,5,60.98,75.71
1.81,5,91.29,91.12
2.05,5,24.67,76.45
6.12,2.909313072,57.99,74.27
3.17,3.37,94.14,66.99
3.18,4.57,55.06,84.81
1.34,2.41,0,85.81
3.52,4.71,89.93,72.46
4.42,2.909313072,75.19,46.52
4.81,2.96,65.44,66.31
5.54,1.44,36.09,63.03
1.91,2.99,98.43,100
2.15,4.7,60.08,92.28
5.83,5,78.98,74.55
6.57,2.19,54.16,42.77
2.29,5,60.89,95.79
4.48,2.62,62.76976795,70.38
2.2,3.41,65.13,87.33
1.01,1.67,99.29,73.97
3.36,2.02,75.04,70.32
2.15,4.66,75.83,99.73
5.27,4.59,51.82,67.33
4.07,2.73,97.83,83.44
1.81,2.19,58.71,85.48
1.46,3.31,8.39,74.24
5.53,5,62.76976795,70.56
2.37,3.27,70.78,82.27
4.16,1.8,82.17,49.27
3.44,1.25,83.1,59.08
4.51,2.23,27.72,41.11
2.62,4.7,74.98,78.04
1.02,1,89.52,70.74
2.4,1,72.16,76.7
1.87,2.23,58.29,63.75
3.7,4,65.66,68.04
4.73,1.83,60.62,67.28
2.17,4.54,56.29,80.47
1.08,2.86,0,77.3
4.17,4.46,77.05,63.53
4.58,1.59,53.64,58.03
6.74,5,50.09,65.05
4.63,3.12,99.65,66.96
3.86,1.04,98.21,67.11
4.07,2.97,91.46,78.77
6.27,2.24,63.32,45.23
3.958567264,3.39,28.86,67.94
3.13,1.31,91.68,67.55
2.45,4.61,52.79,74.15
2.51,2.78,60.28,52.11
4.33,1.54,77.22,62.51
5.29,1,58.92,49.82
4.09,4,25.69,89.32
1,4,88.86,100
5.58,1,87.79,60.34
6.04,4.1,70.08,74.06
3.04,4.6,21.2,74.22
5.36,3.87,64.25,89.01
3.82,2.24,29.03,78.91
6.67,1,83.34,40.95
5.92,3.65,56.1,63.01
3.99,4.74,85.28,71.36
5.59,2.67,98.61,45.73
6.71,1.01,52.18,38.63
4.02,4.49,4.98,79.76
2.75,2.7,5.92,86.65
5.89,5,71.53,72.31
2.14,5,33.93,88.25
2.98,3.23,90.35,85.8
6.33,1,73.69,38.89
4.89,1,74.23,55.82
3.3,1,85.85,50.33
2.6,2.18,5.67,53.2
2.94,3.48,67.66,59.83
3.13,2.01,87.85,78.44
2.52,3.39,89,91.85
5.78,4,50.72,67.9
3,3.26,57.19,78.95
3.76,2.71,26.15,82.95
3.39,3.8,67.58,68.17
7,5,64.57,68.8
3.34,2.62,83.43,68.61
1.39,2.91,91.41,75.27
1.65,3.67,59.6,92.16
4.7,2.35,47.21,61.29
4.85,1.01,68.39,66.83
3.68,3.92,62.76976795,61.16
3.84,2.65,81.04,73.43
1.49,3.98,94.68,100
3.958567264,2.7,8.82,40.55
3.66,5,54.35,75.95
2.19,1.82,81.36,60.42
1.15,4.06,7.69,77.17
2.23,2.47,58.15,60.8
1.94,3.83,17.34,83.48
4.83,2,77.95,47.92
2.65,3.01,30.07,80.41
2.62,1,99.87,77.39
1.6,1.33,70.3,57.88
6.81,3.09,60.61,63.37
5.91,1.8,42.12,50.89
2.25,3.49,62.21,62.57
2.93,1.1,47.15,65.13
2.53,4.15,74.13,78.85
3.95,2.909313072,72.68,74.87
1.09,1,8.38,69.42
4.83,2.77,60.83,44.03
4.18,4.32,95.22,67.64
6.14,2.13,89.57,50.16
1.75,4.34,66.66,93.86
6.08,5,59.03,66.91
5.59,1.5,40.96,59.95
1.31,3.95,66.63,72.95
3.23,2.8,77.85,81.57
2.16,5,52.32,88.43
2.84,3.18,72.53,80.63
3.04,3.94,54.93,80.07
4.59,4.8,63.96,74.56
3.4,1.29,55.46,64.26
6.49,3.85,31.35,41.17
1.39,3.78,91.88,92.75
6.97,2.63,80.76,46.27
2.39,3.92,61.37,82.65
5.82,5,93.59,77.01
2.77,5,90.04,89.07
1.68,1.89,0.52,78.19
5.94,1.57,58.03,53.89
3.958567264,2.2,5.63,57.22
4.62,3.77,62.76976795,73.15
